"table_name","column_name"
ledger_excise_details,importer_ecc_no
ledger_excise_details,iec_number
ledger_excise_details,notification_type
ledger_excise_details,notification_number
ledger_excise_details,notification_sno
ledger_excise_details,status
ledger_excise_jurisdiction_details,ledger_excise_jurisdiction_detail_id
ledger_excise_jurisdiction_details,ledger_excise_detail_id
ledger_excise_jurisdiction_details,organization_id
ledger_excise_jurisdiction_details,applicable_from
ledger_excise_jurisdiction_details,range
ledger_excise_jurisdiction_details,division
ledger_excise_jurisdiction_details,commissionerate
ledger_excise_jurisdiction_details,status
ledger_excise_tariff_details,ledger_excise_tariff_detail_id
ledger_excise_tariff_details,ledger_id
ledger_excise_tariff_details,organization_excise_classification_id
ledger_excise_tariff_details,organization_id
ledger_excise_tariff_details,is_excise_tariff_applicable
ledger_excise_tariff_details,applicable_from
ledger_excise_tariff_details,classification_name
ledger_excise_tariff_details,tariff_name
ledger_excise_tariff_details,hsn_code
ledger_excise_tariff_details,reporting_uom
ledger_excise_tariff_details,tariff_type
ledger_excise_tariff_details,valuation_type
ledger_excise_tariff_details,calculate_duty_on_mrp
ledger_excise_tariff_details,abatement_rate
ledger_excise_tariff_details,set_alter_duty_details
ledger_excise_tariff_details,status
ledger_excise_tariff_duty_details,ledger_excise_tariff_duty_detail_id
ledger_excise_tariff_duty_details,ledger_excise_tariff_detail_id
ledger_excise_tariff_duty_details,organization_id
ledger_excise_tariff_duty_details,organization_excise_duty_classification_id
ledger_excise_tariff_duty_details,valuation_type
ledger_excise_tariff_duty_details,rate
ledger_excise_tariff_duty_details,rate_per_unit
ledger_excise_tariff_duty_details,notification_no
ledger_excise_tariff_duty_details,notification_sno
ledger_excise_tariff_duty_details,status
ledger_gst_details,ledger_gst_detail_id
ledger_gst_details,ledger_id
ledger_gst_details,organization_id
ledger_gst_details,organization_gst_classification_id
ledger_gst_details,description
ledger_gst_details,hsn_sac
ledger_gst_details,is_non_gst_goods
ledger_gst_details,nature_of_transaction
ledger_gst_details,applicable_from
ledger_gst_details,nature_of_goods
ledger_gst_details,is_reverse_charge_applicable
ledger_gst_details,is_ineligible_for_input_credit
ledger_gst_details,set_alter_tax_details
ledger_gst_details,taxability
ledger_gst_details,igst
ledger_gst_details,cgst
ledger_gst_details,sgst
ledger_gst_details,cess
ledger_gst_details,utgst
ledger_gst_details,is_gst_applicable
ledger_gst_details,type_of_supply
ledger_gst_details,transaction_type
ledger_gst_details,sub_type
ledger_gst_details,party_type
ledger_gst_details,classification_type
ledger_gst_details,status
ledger_gst_details_configurations,ledger_gst_details_configuration_id
ledger_gst_details_configurations,ledger_id
ledger_gst_details_configurations,organization_id
ledger_gst_details_configurations,is_gst_applicable
ledger_gst_details_configurations,set_alter_gst_details
ledger_gst_details_configurations,type_of_supply
ledger_gst_details_configurations,include_in_assessable_value_calculation_for
ledger_gst_details_configurations,method_of_calculation
ledger_gst_details_configurations,status
ledger_gst_registration_details,ledger_gst_registration_detail_id
ledger_gst_registration_details,ledger_id
ledger_gst_registration_details,organization_id
ledger_gst_registration_details,registration_type
ledger_gst_registration_details,assesse_of_other_territory
ledger_gst_registration_details,is_e_comm_operator
ledger_gst_registration_details,consider_party_as_deemed_exporter_for_purchases
ledger_gst_registration_details,party_type
ledger_gst_registration_details,gstin_uin
ledger_gst_registration_details,is_a_transporter
ledger_gst_registration_details,transporter_id
ledger_gst_registration_details,show_advanced_configuration
ledger_gst_registration_details,status
ledger_interest_parameters,ledger_interest_parameter_id
ledger_interest_parameters,ledger_id
ledger_interest_parameters,organization_id
